Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
141,119,121.246,144.311,0,2.948,1.514,2.786,5.610,12.091,0.021
141,120,121.150,143.586,0,3.023,1.533,2.840,5.737,12.363,0.036
141,121,120.999,142.769,0,2.964,1.535,2.902,6.048,13.574,0.016
141,122,121.123,142.196,0,3.053,1.509,2.786,5.651,12.314,0.025
141,123,121.121,141.410,0,3.028,1.519,2.811,5.698,12.380,0.023
141,124,121.197,140.640,0,3.051,1.530,2.831,5.709,12.285,0.025
141,125,121.074,139.788,0,2.925,1.559,2.994,6.347,14.482,0.021
141,126,121.257,139.291,0,2.882,1.498,2.739,5.486,11.774,0.016
141,127,121.309,138.483,0,2.819,1.530,2.837,5.742,12.414,0.022
142,0,131.403,215.264,0,3.270,1.652,3.296,7.199,16.790,0.021
142,1,131.465,218.355,0,3.332,1.691,3.426,7.571,17.811,0.013
142,2,131.360,221.408,0,3.348,1.693,3.436,7.612,17.965,0.017
142,3,131.381,224.546,0,3.428,1.718,3.524,7.873,18.701,0.010
142,4,131.420,227.580,0,3.240,1.703,3.469,7.698,18.177,0.011
142,5,131.525,230.599,0,3.080,1.709,3.501,7.825,18.610,0.012
142,6,131.651,234.215,0,3.169,1.717,3.534,7.932,18.944,0.011
142,7,131.514,236.502,0,3.409,1.705,3.473,7.702,18.168,0.016
142,8,131.587,239.317,0,3.283,1.688,3.419,7.552,17.758,0.011
142,9,131.514,242.207,0,3.185,1.710,3.498,7.800,18.508,0.017
142,10,131.243,244.504,0,3.339,1.673,3.370,7.421,17.438,0.019
142,11,131.065,246.430,0,3.220,1.674,3.376,7.447,17.520,0.008
142,12,130.618,247.417,0,3.445,1.692,3.438,7.631,18.052,0.017
142,13,130.475,247.751,0,3.396,1.689,3.433,7.618,18.014,0.017
142,14,130.636,248.475,0,3.570,1.740,3.604,8.120,19.432,0.014
142,15,131.301,249.184,0,3.122,1.668,3.355,7.381,17.322,0.007
142,16,130.442,246.851,0,3.411,1.701,3.473,7.738,18.365,0.015
142,17,131.210,246.354,0,3.185,1.677,3.387,7.475,17.599,0.007
142,18,130.676,243.552,0,3.362,1.719,3.530,7.899,18.795,0.014
142,19,131.366,242.391,0,3.315,1.691,3.428,7.575,17.828,0.009
142,20,131.462,240.389,0,3.299,1.720,3.532,7.894,18.762,0.015
142,21,132.344,239.278,0,3.201,1.649,3.286,7.166,16.690,0.013
142,22,133.026,237.361,0,2.979,1.651,3.307,7.268,17.082,0.006
142,23,133.374,235.465,0,3.229,1.675,3.373,7.415,17.381,0.007
142,24,133.566,233.415,0,3.410,1.687,3.412,7.529,17.687,0.013
142,25,134.281,232.460,0,3.211,1.684,3.408,7.527,17.712,0.009
142,26,134.569,231.294,0,3.336,1.698,3.459,7.682,18.166,0.012
142,27,135.048,230.496,0,3.290,1.680,3.406,7.557,17.894,0.009
142,28,135.211,229.368,0,3.138,1.702,3.474,7.732,18.324,0.017
142,29,135.156,228.439,0,3.378,1.689,3.426,7.580,17.867,0.007
142,30,135.103,227.569,0,3.440,1.679,3.396,7.514,17.738,0.008
142,31,134.574,226.414,0,3.425,1.719,3.529,7.889,18.754,0.010
142,32,134.598,225.320,0,4.064,1.647,3.274,7.115,16.497,0.050
142,33,134.308,225.157,0,3.222,1.665,3.353,7.394,17.409,0.010
142,34,133.394,223.555,0,3.637,1.711,3.496,7.781,18.414,0.012
142,35,133.393,223.247,0,3.382,1.667,3.350,7.359,17.248,0.010
142,36,133.105,222.447,0,3.445,1.664,3.353,7.404,17.469,0.008
142,37,132.298,220.781,0,3.560,1.684,3.422,7.608,18.048,0.008
142,38,132.417,220.508,0,3.625,1.691,3.430,7.590,17.892,0.013
142,39,132.233,219.664,0,3.554,1.682,3.405,7.536,17.782,0.011
142,40,132.360,219.196,0,3.473,1.660,3.332,7.322,17.189,0.014
142,41,132.421,218.233,0,3.383,1.677,3.388,7.484,17.637,0.010
142,42,132.467,217.216,0,3.554,1.681,3.403,7.531,17.776,0.009
142,43,132.389,215.611,0,3.554,1.683,3.404,7.516,17.689,0.012
142,44,132.523,214.550,0,3.638,1.714,3.506,7.811,18.502,0.011
142,45,132.662,213.458,0,3.533,1.723,3.549,7.963,19.003,0.007
142,46,132.555,211.738,0,3.359,1.704,3.483,7.767,18.431,0.006
142,47,133.375,211.464,0,3.541,1.683,3.404,7.516,17.684,0.013
142,48,133.640,210.290,0,3.486,1.719,3.538,7.940,18.959,0.011
142,49,133.616,208.560,0,3.536,1.716,3.517,7.852,18.646,0.010
142,50,134.437,208.214,0,3.170,1.683,3.406,7.528,17.738,0.008
142,51,134.581,207.199,0,3.297,1.665,3.352,7.386,17.375,0.012
142,52,134.423,205.547,0,3.649,1.698,3.456,7.676,18.157,0.009
142,53,134.464,204.550,0,3.533,1.717,3.519,7.853,18.639,0.007
142,54,134.468,203.563,0,3.594,1.701,3.464,7.685,18.142,0.010
142,55,134.478,202.585,0,3.509,1.700,3.453,7.642,17.991,0.006
142,56,134.454,201.523,0,3.514,1.715,3.514,7.839,18.589,0.008
142,57,134.359,200.576,0,3.626,1.702,3.468,7.706,18.227,0.012
142,58,134.278,199.569,0,3.592,1.702,3.474,7.743,18.379,0.014
142,59,134.530,199.226,0,3.399,1.693,3.446,7.664,18.163,0.009
142,60,134.395,198.236,0,3.578,1.658,3.318,7.265,16.979,0.016
142,61,134.274,197.296,0,3.461,1.657,3.318,7.269,17.002,0.013
142,62,134.298,196.292,0,3.587,1.661,3.331,7.312,17.138,0.010
142,63,134.271,195.258,0,3.268,1.689,3.425,7.586,17.901,0.007
142,64,134.375,194.312,0,3.524,1.678,3.382,7.445,17.467,0.012
142,65,134.309,193.309,0,3.413,1.662,3.332,7.311,17.123,0.009
142,66,134.342,192.363,0,3.391,1.670,3.363,7.404,17.393,0.007
142,67,134.330,191.333,0,3.594,1.655,3.310,7.247,16.943,0.016
142,68,134.326,190.386,0,3.591,1.665,3.346,7.359,17.278,0.012
142,69,134.304,189.346,0,3.605,1.687,3.419,7.573,17.879,0.011
142,70,134.277,188.396,0,3.597,1.675,3.382,7.465,17.584,0.012
142,71,134.282,187.398,0,3.597,1.660,3.322,7.269,16.970,0.014
142,72,134.296,186.401,0,3.486,1.669,3.351,7.343,17.155,0.012
142,73,134.215,185.367,0,3.439,1.691,3.432,7.602,17.941,0.010
142,74,134.229,184.332,0,3.505,1.697,3.455,7.681,18.194,0.006
142,75,134.157,183.345,0,3.547,1.678,3.395,7.513,17.743,0.012
142,76,134.211,182.432,0,3.513,1.677,3.384,7.461,17.540,0.010
142,77,133.572,180.645,0,3.653,1.722,3.540,7.926,18.864,0.012
142,78,134.181,180.417,0,3.385,1.677,3.392,7.503,17.714,0.009
142,79,134.146,179.433,0,3.416,1.681,3.410,7.567,17.918,0.007
142,80,134.123,178.412,0,3.537,1.683,3.408,7.544,17.805,0.006
142,81,134.082,177.463,0,3.540,1.701,3.479,7.779,18.534,0.006
142,82,134.014,176.508,0,3.423,1.699,3.476,7.770,18.516,0.006
142,83,133.508,174.750,0,3.707,1.707,3.485,7.752,18.342,0.008
142,84,133.727,174.327,0,3.758,1.717,3.533,7.927,18.930,0.007
142,85,133.650,173.388,0,3.757,1.739,3.601,8.119,19.450,0.006
142,86,133.633,172.374,0,3.852,1.710,3.496,7.791,18.475,0.015
142,87,133.619,171.408,0,3.838,1.715,3.517,7.862,18.690,0.007
142,88,133.596,170.501,0,3.827,1.705,3.481,7.750,18.362,0.014
142,89,134.109,170.255,0,3.414,1.660,3.332,7.322,17.189,0.011
142,90,133.547,168.577,0,3.785,1.720,3.533,7.905,18.809,0.011
142,91,133.457,167.617,0,3.773,1.734,3.581,8.049,19.223,0.008
142,92,133.462,166.640,0,3.673,1.714,3.509,7.824,18.550,0.006
142,93,133.417,165.629,0,3.728,1.732,3.571,8.014,19.108,0.008
142,94,133.394,164.697,0,3.765,1.721,3.535,7.907,18.803,0.006
142,95,133.339,163.772,0,3.816,1.697,3.459,7.695,18.240,0.014
142,96,133.529,163.397,0,3.787,1.686,3.413,7.540,17.749,0.014
142,97,133.440,162.450,0,3.770,1.666,3.338,7.308,17.057,0.016
142,98,133.406,161.590,0,3.804,1.676,3.375,7.420,17.388,0.018
142,99,133.292,160.575,0,3.633,1.714,3.514,7.856,18.686,0.008
142,100,133.212,159.613,0,3.660,1.696,3.462,7.729,18.395,0.012
142,101,133.357,159.270,0,3.394,1.679,3.403,7.547,17.868,0.011
142,102,133.271,158.329,0,3.285,1.655,3.316,7.280,17.078,0.008
142,103,133.206,157.377,0,3.437,1.668,3.359,7.404,17.424,0.007
142,104,132.526,155.621,0,3.772,1.707,3.482,7.740,18.304,0.011
142,105,133.018,155.530,0,3.613,1.696,3.466,7.740,18.434,0.008
142,106,132.706,154.383,0,3.792,1.733,3.584,8.075,19.337,0.007
142,107,133.123,154.173,0,3.425,1.656,3.328,7.336,17.289,0.008
142,108,133.143,153.194,0,3.497,1.667,3.355,7.391,17.387,0.011
142,109,133.080,152.362,0,3.574,1.674,3.388,7.508,17.761,0.007
142,110,133.081,151.489,0,3.506,1.676,3.395,7.528,17.818,0.007
142,111,132.444,149.722,0,3.889,1.712,3.504,7.812,18.522,0.009
142,112,133.192,150.109,0,3.521,1.649,3.295,7.215,16.891,0.009
142,113,133.206,149.227,0,3.480,1.662,3.339,7.346,17.262,0.007
142,114,132.651,147.460,0,4.047,1.711,3.504,7.826,18.595,0.022
142,115,132.529,146.555,0,3.925,1.716,3.512,7.819,18.504,0.008
142,116,133.074,146.400,0,3.601,1.681,3.411,7.573,17.942,0.006
142,117,133.029,145.525,0,3.801,1.705,3.497,7.835,18.709,0.011
142,118,132.719,144.354,0,3.886,1.734,3.592,8.106,19.448,0.008
142,119,133.164,144.182,0,3.551,1.661,3.334,7.325,17.191,0.007
142,120,132.603,142.567,0,4.021,1.706,3.480,7.738,18.304,0.018
142,121,133.114,142.454,0,3.754,1.670,3.369,7.439,17.534,0.016
142,122,133.262,142.132,0,3.320,1.656,3.317,7.272,17.030,0.006
142,123,133.197,141.168,0,3.529,1.667,3.355,7.386,17.359,0.008
142,124,132.574,139.611,0,3.983,1.717,3.522,7.870,18.695,0.012
142,125,133.066,139.518,0,3.711,1.699,3.471,7.748,18.435,0.006
142,126,133.247,139.169,0,3.565,1.655,3.316,7.278,17.076,0.006
142,127,133.265,138.258,0,3.742,1.670,3.359,7.383,17.302,0.015
143,0,166.407,215.182,0,3.895,1.709,3.498,7.805,18.529,0.025
143,1,166.517,218.329,0,3.689,1.730,3.568,8.006,19.081,0.012
143,2,166.669,221.467,0,3.571,1.738,3.595,8.093,19.349,0.008
143,3,166.705,224.530,0,3.643,1.736,3.592,8.085,19.332,0.012
143,4,166.600,228.235,0,3.475,1.721,3.541,7.938,18.925,0.015
143,5,166.710,231.268,0,3.518,1.689,3.428,7.599,17.948,0.015
143,6,167.411,233.466,0,3.748,1.762,3.683,8.362,20.130,0.007
143,7,166.573,237.116,0,3.412,1.713,3.511,7.840,18.623,0.016
143,8,166.571,239.253,0,3.666,1.713,3.510,7.835,18.599,0.013
143,9,166.706,241.533,0,3.781,1.737,3.591,8.074,19.277,0.011
143,10,167.254,243.343,0,3.955,1.757,3.668,8.318,20.011,0.012
143,11,166.533,246.198,0,3.482,1.726,3.555,7.969,18.985,0.013
143,12,166.752,247.449,0,3.641,1.719,3.528,7.886,18.741,0.010
143,13,166.857,248.496,0,3.591,1.725,3.559,8.001,19.132,0.008
143,14,167.543,248.584,0,3.700,1.755,3.653,8.262,19.822,0.010
143,15,166.950,249.398,0,3.585,1.716,3.532,7.934,18.977,0.009
143,16,166.877,248.485,0,3.546,1.731,3.582,8.076,19.359,0.011
143,17,166.803,246.473,0,3.599,1.726,3.557,7.982,19.046,0.010
143,18,166.662,244.429,0,3.755,1.735,3.584,8.053,19.225,0.011
143,19,166.645,242.482,0,3.690,1.751,3.641,8.225,19.718,0.013
143,20,166.601,240.463,0,3.810,1.761,3.675,8.328,20.016,0.013
143,21,166.594,239.193,0,3.657,1.717,3.525,7.882,18.743,0.021
143,22,167.303,237.291,0,3.775,1.763,3.684,8.359,20.115,0.007
143,23,167.658,235.490,0,3.702,1.739,3.595,8.084,19.299,0.012
143,24,167.638,234.292,0,3.629,1.710,3.497,7.794,18.481,0.020
143,25,167.660,233.165,0,3.634,1.702,3.480,7.764,18.449,0.008
143,26,167.874,231.506,0,3.791,1.733,3.582,8.063,19.289,0.010
143,27,167.800,230.462,0,3.735,1.726,3.556,7.980,19.040,0.011
143,28,167.856,229.483,0,3.681,1.733,3.588,8.096,19.426,0.009
143,29,168.339,228.243,0,3.748,1.756,3.664,8.308,19.985,0.009
143,30,168.441,227.223,0,3.945,1.723,3.544,7.935,18.877,0.009
143,31,168.396,226.320,0,3.849,1.734,3.583,8.056,19.236,0.010
143,32,168.459,225.348,0,3.868,1.746,3.624,8.179,19.590,0.008
143,33,168.551,224.273,0,3.798,1.749,3.636,8.222,19.735,0.007
143,34,168.655,223.386,0,3.892,1.719,3.523,7.861,18.648,0.009
143,35,168.796,222.571,0,3.946,1.722,3.538,7.915,18.823,0.012
143,36,168.700,222.185,0,3.544,1.719,3.533,7.917,18.866,0.006
143,37,168.857,221.416,0,3.544,1.727,3.563,8.013,19.164,0.008
143,38,169.432,220.259,0,3.960,1.748,3.635,8.220,19.735,0.010
143,39,169.475,219.444,0,4.105,1.744,3.619,8.167,19.570,0.014
143,40,169.635,218.486,0,3.910,1.738,3.594,8.082,19.299,0.009
143,41,169.489,218.107,0,3.694,1.707,3.493,7.800,18.535,0.011
143,42,169.642,217.106,0,3.720,1.696,3.454,7.675,18.158,0.013
143,43,169.888,215.567,0,3.831,1.753,3.655,8.289,19.953,0.008
143,44,169.754,215.128,0,3.410,1.672,3.371,7.428,17.456,0.008
143,45,170.383,213.294,0,3.815,1.767,3.703,8.425,20.321,0.009
143,46,170.679,211.634,0,3.962,1.744,3.618,8.159,19.536,0.012
143,47,170.399,211.181,0,3.438,1.754,3.665,8.328,20.090,0.017
143,48,170.607,209.460,0,3.841,1.734,3.577,8.023,19.112,0.010
143,49,170.569,208.408,0,3.698,1.748,3.630,8.197,19.650,0.020
143,50,171.302,206.403,0,3.743,1.777,3.740,8.541,20.671,0.018
143,51,170.546,206.283,0,3.590,1.718,3.528,7.893,18.779,0.008
143,52,170.558,205.220,0,3.775,1.736,3.597,8.115,19.454,0.014
143,53,170.521,204.204,0,3.820,1.726,3.557,7.981,19.031,0.009
143,54,170.523,203.213,0,3.953,1.738,3.598,8.107,19.402,0.016
143,55,170.508,202.232,0,3.996,1.756,3.661,8.295,19.940,0.018
143,56,170.424,201.327,0,3.979,1.745,3.623,8.179,19.608,0.011
143,57,170.401,200.314,0,4.130,1.749,3.638,8.225,19.743,0.040
143,58,170.355,199.354,0,4.047,1.750,3.641,8.231,19.748,0.029
143,59,169.573,199.163,0,3.627,1.688,3.425,7.587,17.908,0.010
143,60,169.529,198.208,0,3.749,1.726,3.554,7.964,18.963,0.008
143,61,169.493,197.202,0,3.769,1.705,3.486,7.771,18.434,0.009
143,62,169.365,196.144,0,3.711,1.742,3.617,8.173,19.605,0.007
143,63,169.327,195.161,0,3.845,1.753,3.661,8.318,20.057,0.008
143,64,169.279,194.152,0,3.849,1.739,3.608,8.148,19.540,0.010
143,65,169.575,192.533,0,4.225,1.752,3.645,8.238,19.758,0.049
143,66,169.520,191.479,0,4.034,1.764,3.688,8.373,20.155,0.008
143,67,168.840,191.324,0,3.581,1.715,3.521,7.881,18.768,0.007
143,68,168.870,190.291,0,3.522,1.694,3.449,7.677,18.216,0.010
143,69,168.870,189.288,0,3.761,1.711,3.511,7.861,18.737,0.009
143,70,169.451,187.431,0,4.184,1.756,3.663,8.303,19.971,0.013
143,71,169.451,186.482,0,4.251,1.767,3.695,8.388,20.184,0.017
143,72,168.805,186.266,0,3.712,1.707,3.492,7.799,18.546,0.008
143,73,168.797,185.171,0,3.573,1.698,3.465,7.719,18.318,0.009
143,74,169.356,183.379,0,4.043,1.768,3.707,8.440,20.375,0.011
143,75,168.658,183.148,0,3.617,1.710,3.500,7.808,18.538,0.009
143,76,168.743,182.175,0,3.660,1.697,3.460,7.699,18.252,0.010
143,77,168.636,181.173,0,3.627,1.718,3.536,7.933,18.935,0.012
143,78,168.683,180.220,0,3.669,1.718,3.530,7.908,18.850,0.006
143,79,168.653,179.215,0,3.715,1.696,3.452,7.669,18.143,0.008
143,80,168.675,178.178,0,3.821,1.708,3.496,7.799,18.514,0.010
143,81,168.611,177.280,0,3.988,1.679,3.393,7.495,17.654,0.032
143,82,168.654,176.271,0,3.832,1.745,3.623,8.180,19.610,0.006
143,83,168.665,175.353,0,3.927,1.727,3.560,7.991,19.064,0.010
143,84,168.718,174.316,0,4.091,1.718,3.526,7.880,18.732,0.018
143,85,168.719,173.443,0,4.166,1.727,3.555,7.967,18.975,0.017
143,86,168.756,172.496,0,4.110,1.751,3.645,8.246,19.802,0.008
143,87,168.778,171.556,0,4.068,1.734,3.585,8.072,19.316,0.012
143,88,168.582,171.097,0,3.776,1.698,3.461,7.697,18.227,0.014
143,89,168.642,170.106,0,3.842,1.685,3.412,7.542,17.762,0.016
143,90,168.603,169.140,0,3.880,1.712,3.510,7.846,18.659,0.013
143,91,168.663,168.189,0,3.929,1.705,3.481,7.754,18.382,0.015
143,92,168.615,167.219,0,3.931,1.700,3.466,7.711,18.260,0.010
143,93,168.597,166.290,0,3.884,1.742,3.611,8.142,19.491,0.007
143,94,168.584,165.279,0,4.016,1.743,3.615,8.150,19.511,0.007
143,95,168.523,164.305,0,4.198,1.730,3.568,8.010,19.106,0.022
143,96,168.482,163.272,0,4.193,1.734,3.581,8.050,19.223,0.013
143,97,168.407,162.343,0,4.322,1.741,3.605,8.120,19.425,0.040
143,98,168.392,161.333,0,4.264,1.755,3.659,8.289,19.928,0.016
143,99,168.395,160.357,0,4.305,1.747,3.632,8.209,19.698,0.028
143,100,167.680,160.148,0,3.745,1.706,3.491,7.797,18.541,0.012
143,101,167.876,158.603,0,3.981,1.756,3.667,8.322,20.050,0.007
143,102,167.691,158.218,0,4.001,1.696,3.447,7.637,18.015,0.023
143,103,167.643,157.300,0,3.985,1.714,3.514,7.845,18.628,0.017
143,104,167.598,156.320,0,3.972,1.730,3.568,8.011,19.119,0.014
143,105,167.691,155.415,0,3.700,1.749,3.642,8.238,19.766,0.008
143,106,167.606,154.513,0,4.261,1.758,3.663,8.289,19.892,0.018
143,107,167.625,153.518,0,4.069,1.762,3.678,8.332,20.016,0.006
143,108,167.710,152.589,0,4.323,1.770,3.711,8.442,20.362,0.033
143,109,167.499,152.208,0,4.167,1.725,3.556,7.984,19.051,0.013
143,110,167.512,151.304,0,4.254,1.710,3.504,7.829,18.612,0.027
143,111,167.606,150.367,0,4.326,1.731,3.570,8.012,19.110,0.036
143,112,167.716,149.483,0,4.247,1.750,3.637,8.217,19.704,0.020
143,113,167.727,148.579,0,4.414,1.733,3.583,8.063,19.288,0.076
143,114,167.587,148.139,0,4.068,1.708,3.493,7.788,18.478,0.024
143,115,167.699,147.282,0,4.136,1.711,3.506,7.837,18.641,0.019
143,116,167.741,146.425,0,4.216,1.712,3.504,7.818,18.560,0.031
143,117,167.818,145.516,0,4.206,1.744,3.621,8.177,19.613,0.011
143,118,167.878,144.595,0,4.220,1.747,3.636,8.233,19.801,0.015
143,119,167.770,144.225,0,4.125,1.703,3.482,7.773,18.487,0.015
143,120,167.847,143.365,0,3.970,1.719,3.535,7.924,18.901,0.014
143,121,167.718,143.053,0,3.755,1.672,3.374,7.448,17.545,0.016
143,122,167.814,142.143,0,3.804,1.683,3.414,7.571,17.911,0.007
143,123,167.899,141.327,0,3.924,1.718,3.533,7.928,18.935,0.007
143,124,167.962,140.432,0,3.942,1.723,3.559,8.021,19.247,0.011
143,125,168.432,139.357,0,4.415,1.750,3.642,8.239,19.787,0.078
143,126,168.582,138.495,0,4.362,1.754,3.649,8.247,19.774,0.046
143,127,168.483,138.258,0,4.121,1.721,3.541,7.935,18.910,0.009
144,0,124.829,222.129,0,1.735,1.315,2.160,3.893,7.548,0.026
144,1,124.977,225.326,0,1.764,1.327,2.196,3.976,7.723,0.029
144,2,124.924,228.334,0,1.769,1.331,2.197,3.953,7.598,0.029
144,3,125.060,231.623,0,1.829,1.333,2.200,3.963,7.637,0.028
144,4,125.136,234.974,0,1.799,1.369,2.363,4.524,9.416,0.019
144,5,125.262,238.229,0,1.618,1.266,2.038,3.649,7.176,0.018
144,6,125.230,241.236,0,1.773,1.309,2.132,3.798,7.261,0.021
144,7,125.348,243.780,0,1.858,1.309,2.125,3.758,7.103,0.017
144,8,125.181,246.423,0,1.853,1.309,2.124,3.752,7.085,0.023
144,9,124.981,249.078,0,1.739,1.350,2.293,4.305,8.753,0.016
144,10,124.715,251.440,0,1.932,1.306,2.117,3.738,7.054,0.019
144,11,124.387,253.237,0,1.859,1.304,2.112,3.731,7.062,0.020
144,12,124.237,254.472,0,2.058,1.311,2.129,3.769,7.127,0.016
144,13,124.386,255.358,0,1.903,1.288,2.063,3.606,6.750,0.012
144,14,124.499,255.930,0,1.827,1.320,2.155,3.831,7.275,0.012
144,15,124.620,255.760,0,1.883,1.298,2.093,3.678,6.916,0.018
144,16,124.687,254.776,0,1.908,1.320,2.160,3.854,7.359,0.021
144,17,124.643,253.068,0,1.852,1.327,2.201,4.017,7.928,0.014
144,18,124.770,251.307,0,1.784,1.287,2.064,3.612,6.770,0.012
144,19,124.865,249.448,0,1.859,1.298,2.096,3.689,6.948,0.016
144,20,125.128,247.618,0,1.843,1.317,2.147,3.813,7.235,0.016
144,21,125.718,245.917,0,1.817,1.321,2.169,3.897,7.516,0.009
144,22,126.282,244.098,0,1.874,1.320,2.174,3.926,7.630,0.019
144,23,126.962,242.397,0,1.740,1.323,2.182,3.952,7.712,0.016
144,24,127.398,240.732,0,1.826,1.304,2.106,3.709,6.984,0.020
144,25,127.961,239.458,0,1.915,1.307,2.126,3.774,7.170,0.016
144,26,128.261,238.344,0,1.985,1.270,2.013,3.483,6.461,0.012
144,27,128.577,237.359,0,2.018,1.279,2.037,3.540,6.594,0.008
144,28,128.834,236.420,0,2.107,1.297,2.091,3.675,6.915,0.017
144,29,128.856,235.586,0,2.031,1.302,2.104,3.709,6.992,0.014
144,30,128.753,234.724,0,1.913,1.290,2.068,3.616,6.775,0.015
144,31,128.613,233.762,0,1.912,1.294,2.079,3.642,6.829,0.018
144,32,128.255,232.661,0,1.932,1.294,2.079,3.643,6.832,0.018
144,33,127.830,231.788,0,1.918,1.292,2.084,3.674,6.956,0.016
144,34,127.395,230.927,0,2.110,1.321,2.160,3.848,7.317,0.022
144,35,126.985,230.118,0,1.873,1.343,2.269,4.236,8.569,0.017
144,36,126.618,229.314,0,2.176,1.290,2.068,3.616,6.773,0.006
144,37,126.289,228.454,0,1.948,1.304,2.111,3.727,7.047,0.024
144,38,126.018,227.610,0,1.943,1.344,2.265,4.216,8.507,0.022
144,39,125.893,226.749,0,1.780,1.313,2.153,3.872,7.498,0.022
144,40,125.813,225.845,0,1.988,1.328,2.195,3.979,7.756,0.017
144,41,125.768,224.761,0,2.038,1.305,2.118,3.756,7.146,0.019
144,42,125.804,223.873,0,2.007,1.336,2.221,4.048,7.931,0.019
144,43,125.859,222.877,0,2.093,1.353,2.282,4.231,8.448,0.017
144,44,126.125,221.785,0,1.936,1.339,2.220,4.017,7.774,0.020
144,45,126.268,220.718,0,1.997,1.320,2.153,3.824,7.254,0.018
144,46,126.592,219.560,0,1.991,1.303,2.106,3.710,6.988,0.016
144,47,126.962,218.454,0,1.873,1.308,2.138,3.833,7.398,0.013
144,48,127.313,217.214,0,1.875,1.297,2.095,3.697,7.002,0.016
144,49,127.564,216.113,0,1.844,1.312,2.138,3.809,7.274,0.016
144,50,127.938,214.982,0,1.896,1.377,2.376,4.522,9.301,0.019
144,51,128.025,213.992,0,1.956,1.379,2.394,4.605,9.607,0.025
144,52,128.131,212.779,0,1.979,1.334,2.196,3.940,7.545,0.028
144,53,128.166,211.832,0,2.071,1.348,2.247,4.087,7.951,0.022
144,54,128.282,210.860,0,2.063,1.314,2.138,3.792,7.186,0.012
144,55,128.204,209.816,0,2.033,1.325,2.172,3.883,7.420,0.026
144,56,128.242,208.831,0,2.062,1.328,2.180,3.896,7.430,0.025
144,57,128.171,207.913,0,2.063,1.393,2.433,4.696,9.805,0.012
144,58,128.128,207.023,0,1.989,1.344,2.269,4.231,8.546,0.014
144,59,128.029,206.057,0,1.780,1.348,2.288,4.302,8.773,0.011
144,60,127.910,205.098,0,1.935,1.322,2.194,4.013,7.928,0.026
144,61,127.854,204.138,0,2.050,1.324,2.189,3.972,7.752,0.018
144,62,127.883,203.202,0,2.096,1.299,2.110,3.757,7.197,0.019
144,63,127.869,202.197,0,1.927,1.321,2.175,3.919,7.581,0.016
144,64,127.893,201.242,0,1.978,1.299,2.111,3.757,7.185,0.020
144,65,127.878,200.187,0,2.050,1.324,2.180,3.924,7.573,0.019
144,66,127.895,199.288,0,2.176,1.324,2.178,3.921,7.574,0.019
144,67,127.898,198.314,0,2.123,1.324,2.180,3.925,7.579,0.018
144,68,127.851,197.235,0,2.051,1.317,2.162,3.883,7.488,0.017
144,69,127.860,196.364,0,2.066,1.304,2.116,3.749,7.114,0.018
144,70,127.882,195.324,0,1.982,1.297,2.097,3.709,7.043,0.023
144,71,127.884,194.273,0,1.922,1.317,2.159,3.869,7.426,0.015
144,72,127.804,193.382,0,1.937,1.288,2.069,3.626,6.809,0.015
144,73,127.827,192.277,0,1.976,1.309,2.131,3.788,7.216,0.021
144,74,127.784,191.300,0,1.944,1.281,2.049,3.577,6.696,0.019
144,75,127.710,190.332,0,1.972,1.288,2.063,3.608,6.758,0.016
144,76,127.722,189.380,0,2.036,1.294,2.083,3.654,6.861,0.021
144,77,127.761,188.301,0,1.991,1.294,2.083,3.660,6.884,0.017
144,78,127.623,187.256,0,2.110,1.301,2.101,3.700,6.970,0.012
144,79,127.666,186.310,0,2.059,1.291,2.072,3.629,6.804,0.014
144,80,127.620,185.236,0,2.093,1.313,2.139,3.797,7.206,0.014
144,81,127.534,184.223,0,2.071,1.292,2.075,3.635,6.817,0.017
144,82,127.458,183.365,0,1.965,1.263,1.990,3.425,6.325,0.014
144,83,127.569,182.494,0,2.012,1.298,2.090,3.670,6.895,0.012
144,84,127.468,181.514,0,2.022,1.294,2.078,3.639,6.822,0.010
144,85,127.464,180.580,0,2.012,1.311,2.126,3.758,7.098,0.012
144,86,127.470,179.628,0,2.189,1.303,2.106,3.709,6.987,0.016
144,87,127.473,178.728,0,2.095,1.295,2.083,3.654,6.857,0.015
144,88,127.446,177.841,0,2.029,1.299,2.094,3.679,6.914,0.017
144,89,127.365,176.825,0,2.187,1.313,2.137,3.790,7.182,0.017
144,90,127.369,175.980,0,2.050,1.319,2.188,4.008,7.965,0.017
144,91,127.438,175.061,0,2.133,1.302,2.115,3.765,7.200,0.018
144,92,127.429,174.169,0,1.985,1.286,2.059,3.599,6.738,0.012
144,93,127.381,173.258,0,1.933,1.272,2.015,3.485,6.464,0.015
144,94,127.355,172.294,0,2.036,1.307,2.118,3.741,7.068,0.021
144,95,127.278,171.383,0,2.232,1.298,2.091,3.675,6.908,0.017
144,96,127.146,170.392,0,2.057,1.308,2.125,3.772,7.181,0.015
144,97,127.084,169.587,0,2.106,1.318,2.150,3.822,7.258,0.021
144,98,126.978,168.665,0,2.104,1.319,2.181,3.979,7.865,0.022
144,99,126.901,167.817,0,2.179,1.328,2.206,4.029,7.936,0.021
144,100,126.889,166.934,0,1.938,1.343,2.254,4.165,8.299,0.018
144,101,126.794,165.988,0,2.073,1.374,2.355,4.445,9.050,0.017
